id,V,A,D,stdV,stdA,stdD,N,text,document,category,subcategory
NYTnewswire9_5100_5176,3.0,2.6,3.0,0.0,0.49,0.63,5,karnes and his staff read outgoing mail to make sure no secrets slipped out .,NYTnewswire9,newspaper,nyt
NYTnewswire3_4024_4078,3.0,3.2,3.2,0.0,0.4,0.4,5,the diversity is the big difference with this plant,NYTnewswire3,newspaper,nyt
blog-monastery_194_229,3.0,3.0,3.0,0.0,0.0,0.0,5,the gentle wind makes them flutter .,blog-monastery,blog, 
hotel-california_5023_5031,3.8,3.6,3.2,0.4,0.49,0.4,5,honey,hotel-california,fiction, 
marine1_231_360,3.25,3.5,3.25,0.43,0.5,0.43,4,i hope you enjoy using them as you correspond with your friends and family and help us spread the word to protect ocean wildlife .,marine1,letters,solicitation-brochures
A_defense_of_Michael_Moore_26696_26732,2.4,3.0,3.0,0.49,0.0,0.0,5,bowling for columbine is dishonest .,A_defense_of_Michael_Moore,essays, 
wsj_0159_136_188,3.0,3.0,3.2,0.0,0.0,0.4,5,20 its $45 a share offer for all dunkin ' donuts inc .,wsj_0159,newspaper,wsj
115CVL036_984_1067,3.4,2.6,3.0,0.49,0.8,0.0,5,this in turn will help us to increase and even improve the services we offer .,115CVL036,letters,philanthropic-fundraising
HistoryLasVegas_9715_9824,3.0,3.0,3.0,0.0,0.0,0.0,5,they went to work on what has become one of the lengthiest citywide tourism campaigns ever attempted .,HistoryLasVegas,travel-guides, 
blog-new-year's-resolutions_2670_2844,3.0,3.0,3.0,0.0,0.0,0.0,5,each passage contained two paragraphs; the first discussed self control either as limited or as unlimited and the second discussed self control as either malleable or fixed .,blog-new-year's-resolutions,blog, 
Ant_Robot_2499_2518,3.0,2.6,3.0,0.0,0.8,0.0,5,the ant & the robot,Ant_Robot,essays, 
How_soon-Lebron-James_2505_2581,3.0,2.6,3.2,0.0,0.8,0.4,5,we know he ' ll be rich but how will he be viewed by fans across the country .,How_soon-Lebron-James,blog, 
Nathans_Bylichka_43051_43191,2.8,3.0,3.2,0.4,0.63,0.4,5,she would have been worth it nepthys interrupted if this fool hadnt accidentally woken her up before we could give her to our contact .,Nathans_Bylichka,fiction, 
Fermentation_HR5034_10424_10677,3.2,3.0,3.0,0.4,0.63,0.63,5,it is published by the specialty wine retailers association and upon reading through it you should find yourself feeling much cleaner and less soiled than after wading through the misrepresentations of the new wholesaler sponsored website on h . r . 5034 .,Fermentation_HR5034,blog, 
WhatToHongKong_21970_22045,3.0,2.67,3.0,0.0,0.47,0.0,3,contact the hong kong yacht club at tel . 2832 2817 for information .,WhatToHongKong,travel-guides, 
Black_and_white_3072_3280,3.0,3.0,3.0,0.0,0.0,0.0,5,in the elimination of color in the far east izutsu explains though how this ultimate state of minimalism can only be reached through an appreciation and fine knowledge of color .,Black_and_white,essays, 
hotel-california_9458_9566,2.8,2.6,3.4,0.4,0.8,0.8,5,i categorized them based on their appearances hoping i ' d be able to pick them out of the crowd again later .,hotel-california,fiction, 
Nathans_Bylichka_48071_48082,3.2,2.8,3.2,0.4,0.4,0.98,5,here man ?,Nathans_Bylichka,fiction, 
WhatToHongKong_22897_23010,3.0,3.0,3.2,0.0,0.0,0.4,5,the hong kong international cricket series held in late september brings teams from all over the world .,WhatToHongKong,travel-guides, 
wsj_0173_575_746,2.6,3.0,3.2,0.49,0.0,0.4,5,the avon conn . company ' s stock hit a high in 1983 after it unveiled its adam home computer but the product was plagued with glitches and the company ' s fortunes plunged .,wsj_0173,newspaper,wsj
A_defense_of_Michael_Moore_12155_12212,3.0,3.4,3.4,0.63,0.49,0.49,5,again critics like yourself charge moore with deception .,A_defense_of_Michael_Moore,essays, 
118CWL050_3551_3595,3.2,3.0,3.2,0.4,0.63,0.4,5,andrew t . burns patron relations chairperson,118CWL050,letters,philanthropic-fundraising
Acephalous-Internet_2486_2550,3.0,3.0,3.2,0.0,0.0,0.4,5,i didn ' t remember that i remember that but now that i do i do .,Acephalous-Internet,blog, 
WhatToHongKong_23253_23310,3.4,3.4,3.2,0.49,0.49,0.4,5,hong kongs many beaches are especially fun for children .,WhatToHongKong,travel-guides, 
wsj_1640_3507_3587,3.2,3.2,3.0,0.4,0.4,0.0,5,the soviets ' eavesdropping paid off however because they got the contract .,wsj_1640,newspaper,wsj
Black_and_white_17472_17550,3.0,3.0,3.0,0.0,0.0,0.0,3,kitsch changes according to style but remains always the same .,Black_and_white,essays, 
hotel-california_21304_21317,3.0,3.0,3.0,0.0,0.0,0.0,5,she asked me .,hotel-california,fiction, 
hsus4_4492_4510,3.4,3.0,3.0,0.49,0.0,0.0,5,thanks in advance .,hsus4,letters,solicitation-brochures
WhereToHongKong_58722_58907,3.0,3.2,3.4,0.0,0.4,0.49,5,if you travel by train you will arrive at the guangzhou east station a large modern complex which connects with the subway buses hotel transfer services and taxis .,WhereToHongKong,travel-guides, 
Homosexuality_146_182,3.0,3.2,3.0,0.0,0.4,0.0,5,what exactly causes homosexuality ?,Homosexuality,essays, 
114CUL060_1296_1386,2.83,2.5,2.83,0.37,0.76,0.37,6,yl teens will make j . c . juniors happen again this year for 7 and 8 year old campers .,114CUL060,letters,philanthropic-fundraising
cable_spool_fort_116_125,1.8,3.8,3.4,0.75,0.75,0.49,5,you suck .,cable_spool_fort,fiction, 
The_Black_Willow_10513_10549,3.0,3.0,3.2,0.63,0.0,0.4,5,. . . why to earn a living i suppose .,The_Black_Willow,fiction, 
IntroDublin_864_968,3.0,2.6,3.0,0.0,0.8,0.0,5,its also a city of the imagination reinvented and reappraised in the literature of its exiles .,IntroDublin,travel-guides, 
captured_moments_37641_37660,3.2,3.0,4.0,0.4,0.0,0.63,5,i could free tasha .,captured_moments,fiction, 
Fermentation_Eminent-Domain_8023_8053,3.0,2.6,3.0,0.0,0.8,0.0,5,vive la nouveau sonoma county .,Fermentation_Eminent-Domain,blog, 
SemEval_1243,3.0,2.67,3.33,0.0,0.47,0.47,3,can north korea be trusted ?,SemEval,SemEval,
SemEval_680,3.2,3.2,3.2,0.4,0.4,0.4,5,nfl team ' s fan of the year : ' flag lady ',SemEval,SemEval,
Bartok_6026_6176,3.0,2.8,3.0,0.0,0.4,0.0,5,to begin with the opening motive in the celli and basses shown in example 3 outlines a pentatonic set and strongly presents c as the tonal center .,Bartok,essays, 
detroit_2010_2061,3.4,3.4,3.4,0.49,0.49,0.49,5,we picked two neighborhoods to cruise and dove in .,detroit,blog, 
Nathans_Bylichka_35719_35841,2.6,3.4,2.8,0.49,0.49,0.4,5,the light in the corners of my eyes rushed in converging on the rosy glow around the stone and for a moment i was blind .,Nathans_Bylichka,fiction, 
Acephalous-Cant-believe_1266_1336,2.4,3.0,2.8,0.49,0.0,0.4,5,why is someone so young not having fun with friends on a friday night .,Acephalous-Cant-believe,blog, 
WhereToHongKong_49303_49361,3.2,3.0,3.0,0.4,0.0,0.0,5,the saint is much revered in the surrounding area .,WhereToHongKong,travel-guides, 
How_soon-Fans_2774_2841,3.17,3.0,3.0,0.37,1.0,0.58,6,that ' s not a bonus item it ' s now a standard part of the agreement .,How_soon-Fans,blog, 
hotel-california_30575_30603,2.6,3.0,3.2,0.49,0.63,0.75,5,why doesn ' t anyone mutiny ?,hotel-california,fiction, 
Ant_Robot_34381_34458,3.0,2.6,2.6,0.0,0.49,0.49,5,the final common subroutine will be one for the identification of other ants .,Ant_Robot,essays, 
20020731-nyt_40357_40439,3.0,3.0,2.8,0.0,0.0,0.4,5,president hosni mubarak of egypt describes himself as america ' s leading arab ally .,20020731-nyt,newspaper,nyt
The_Black_Willow_7792_7862,2.67,3.0,3.0,0.47,0.0,0.0,3,he scratched the back of his dark haloed head and blinked bleary eyes .,The_Black_Willow,fiction, 
110CYL072_728_754,2.8,3.0,3.0,0.4,0.0,0.0,5,welfare is not the answer .,110CYL072,letters,philanthropic-fundraising
IFAW1_4362_4395,3.0,3.0,3.0,0.63,0.0,0.0,5,animals dont ask for much of us .,IFAW1,letters,solicitation-brochures
The_Black_Willow_3452_3482,3.2,3.6,3.4,0.4,0.49,0.49,5,"come darling "" he whispered .",The_Black_Willow,fiction, 
Ant_Robot_339_506,2.8,2.8,2.8,0.4,0.4,0.4,5,unfortunately as of yet no robot has managed to fool a human for more than a few seconds and no robot has been created that can integrate itself into human society .,Ant_Robot,essays, 
wildelifewatch1_1247_1327,3.0,2.8,2.8,0.0,0.4,0.4,5,you see we need a strong membership base to continue delivering on our promise .,wildelifewatch1,letters,solicitation-brochures
detroit_8530_8589,4.0,3.2,3.0,0.63,0.4,0.63,5,myself thanks for the comment and the great information .,detroit,blog, 
Fermentation_HR5034_14155_14202,3.0,2.33,3.0,0.0,0.94,0.0,3,arunrob@gmail . com october 13 2010 at 12 : 39 pm,Fermentation_HR5034,blog, 
SemEval_787,3.0,2.8,3.0,0.0,0.4,0.0,5,maggie gyllenhaal ' s globes babysitter : mom,SemEval,SemEval,
115CVL037_550_578,3.0,2.75,3.0,0.0,0.43,0.0,4,preschool for young children,115CVL037,letters,philanthropic-fundraising
Italy_4868_4942,3.4,3.4,3.0,0.49,0.49,0.0,5,have a happy vacation that place looks fascinating i should get a passport,Italy,blog, 
anth_essay_4_8121_8271,3.4,3.0,3.4,0.8,0.63,0.49,5,this reflects a desire among the peoples themselves to maintain distinct ethnic identities both from the spanish colombian population and each other .,anth_essay_4,essays, 
SemEval_176,3.0,2.4,3.2,0.0,0.8,0.4,5,in god ' s name : religion based tax breaks : housing to paychecks to books,SemEval,SemEval,
lw1_310_328,3.0,3.0,3.0,0.0,0.0,0.0,5,results harmon ?,lw1,fiction, 
NWF1_187_333,3.8,3.6,3.0,0.75,0.49,0.63,5,i hope you will be pleasantly surprised and delighted with the enclosed national wildlife wrapping paper collection and matching gift tags .,NWF1,letters,solicitation-brochures
Homosexuality_14254_14585,3.0,2.8,3.2,0.0,0.4,0.4,5,what i find to be extraordinary about woods case is that he remarked how while he has always been sexually attracted go guys he is romantically attracted to women in the sense that he has always wanted a girlfriend and to be close with other females etc . . . but never in a sexual sense .,Homosexuality,essays, 
united1_791_960,3.2,2.8,3.2,0.4,0.75,0.75,5,this great offer is available on select sail dates from january through march 2001 you can sail between istanbul and barcelona rome and athens or athens and istanbul .,united1,letters,solicitation-brochures
SemEval_984,2.6,3.2,2.8,0.49,0.4,0.4,5,somali refugees cut off from aid,SemEval,SemEval,
WhereToHongKong_25510_25680,3.0,2.8,3.0,0.0,0.4,0.0,5,north of the town a commanding view over all the new territories to the north can be seen from tai mo shan hong kongs highest peak at 957 m ( 3140 ft ) .,WhereToHongKong,travel-guides, 
A_defense_of_Michael_Moore_24040_24141,3.0,3.2,3.2,0.0,0.4,0.4,5,in fact moore mentions several counter examples and more such counter examples can indeed be cited .,A_defense_of_Michael_Moore,essays, 
114CUL058_38_66,3.0,3.0,3.0,0.0,0.0,0.0,3,name address city state zip,114CUL058,letters,philanthropic-fundraising
Uprooted_Bike_2852_2905,3.2,3.2,3.2,0.4,0.4,0.4,5,the main focus of tbr however is not selling bikes .,Uprooted_Bike,blog, 
hotel-california_16072_16200,3.2,3.0,3.2,0.4,0.0,0.4,5,aging is relative anyway . besides i wouldn ' t mind being around forever . give our ancestors purpose . keep their dreams alive .,hotel-california,fiction, 
SemEval_659,2.6,2.6,3.0,0.49,1.02,0.63,5,palestinians say clashes hurt their cause,SemEval,SemEval,
How_soon-Lebron-James_951_1081,3.0,3.0,2.75,0.0,0.0,0.43,4,but i ' m starting to wonder if lebron isn ' t painting himself into a corner and has maybe misread how quickly sentiment can change .,How_soon-Lebron-James,blog, 
114CUL060_852_969,2.67,3.33,3.33,0.47,0.47,0.47,3,what has your support of our campers meant to them and what have they been able to accomplish because you care ?,114CUL060,letters,philanthropic-fundraising
Ohio_Steel_2068_2196,2.8,3.2,2.6,0.4,0.4,0.49,5,but why did the brave attempts by union leaders and concerned citizens to revive the steel industry ultimately fail ?,Ohio_Steel,essays, 
cable_spool_fort_8711_8753,1.67,3.33,3.0,0.47,0.47,0.0,3,just then tucker blinked and began to sob .,cable_spool_fort,fiction, 
NYTnewswire6_6102_6213,3.6,3.4,3.0,0.8,0.49,0.0,5,"but since it ' s the middle of summer i am adding fresh corn to it "" plus a dollop of caviar for good measure .",NYTnewswire6,newspaper,nyt
How_soon-Fans_1416_1450,3.0,2.8,3.0,0.0,0.75,0.0,5,people came in and ate their food .,How_soon-Fans,blog, 
115CVL036_714_788,3.0,2.2,2.6,0.0,0.75,0.49,5,where else would that many people turn if cci weren ' t there to help ?,115CVL036,letters,philanthropic-fundraising
NYTnewswire1_1380_1414,3.2,3.4,3.0,0.4,0.49,0.0,5,he gives you a lot in all areas,NYTnewswire1,newspaper,nyt
How_soon-Fans_1140_1183,2.2,3.2,2.8,0.75,0.4,0.4,5,but then something not so awesome happened .,How_soon-Fans,blog, 
easy_money_8724_8775,3.4,3.4,3.2,0.49,0.49,0.4,5,"mnemonic . "" i muttered which seemed to please him .",easy_money,fiction, 
WhereToHongKong_46663_46790,3.4,3.4,3.2,0.8,0.8,0.4,5,here arched bridges pagodas fish ponds and stands of bamboo create the mood of a timeless chinese painting .,WhereToHongKong,travel-guides, 
lessig_blog-carbon_3280_3490,2.8,3.2,3.2,0.98,0.75,0.75,5,for example earth hour would be much more productive if it were a global rally for carbon taxes; instead we de politicize it and entertain the idea that voluntarily turning off lights will stop climate change .,lessig_blog-carbon,blog, 
aspca1_1696_1717,2.8,2.4,2.4,0.4,0.49,0.8,5,he was barely moving .,aspca1,letters,solicitation-brochures
alumnifund1_1202_1376,3.0,2.6,3.0,0.0,0.8,0.0,5,they enable us to provide students with access to state of the art technology and opportunities to attend professional colloquia seminars and conferences on and off campus .,alumnifund1,letters,solicitation-brochures
Acephalous-Internet_2845_2974,2.6,3.0,2.8,0.49,0.0,0.4,5,my grandpa was alert till the end but when i last saw him at age 92 everything he wanted to talk about was 70 years in the past .,Acephalous-Internet,blog, 
Nathans_Bylichka_6493_6528,3.0,3.0,3.0,0.0,0.0,0.0,3,i caught a taxi back to the church .,Nathans_Bylichka,fiction, 
SemEval_536,2.8,2.8,3.0,0.4,0.4,0.0,5,bernhard set to leave volkswagen,SemEval,SemEval,
SemEval_197,2.8,3.0,3.0,0.4,0.63,0.0,5,judge dismisses karr ' s porn case,SemEval,SemEval,
Nathans_Bylichka_46029_46050,3.0,3.0,3.0,0.0,0.0,0.0,5,isis what happened ?,Nathans_Bylichka,fiction, 
Uprooted_Bike_4011_4129,3.2,3.2,3.2,0.4,0.4,0.4,5,these collectives are not waiting for change to happen : they ' re creating it through small positive peaceful actions .,Uprooted_Bike,blog, 
easy_money_10740_10765,3.0,3.0,3.25,0.0,0.0,0.43,4,let me show you the rest .,easy_money,fiction, 
wildelifewatch1_421_537,3.2,3.2,3.2,0.4,0.4,0.4,5,and one we will keep for as long as there are people like you who care about our countrys wildlife and wild places .,wildelifewatch1,letters,solicitation-brochures
marine1_3638_3945,3.2,3.2,3.4,0.4,0.4,0.49,5,at the same time youll receive cmcs benefit packed new member welcome kit . . . a free subscription to our exciting full color quarterly newsletter marine conservation news . . . more steps you can take to protect our oceans regular legislative updates and action alerts . . . and an official membership card .,marine1,letters,solicitation-brochures
aspca1_723_776,3.0,3.0,3.0,0.0,0.0,0.0,4,you may not be able to rescue that particular animal .,aspca1,letters,solicitation-brochures
Seedbombing_2523_2626,2.8,3.0,2.8,0.4,0.0,0.4,5,i made eight; the last two were totally pulverized after being jostled in a paper bag for half an hour .,Seedbombing,blog, 
wsj_1640_1092_1179,3.0,2.8,2.6,0.0,0.4,0.49,5,any secret can be pirated the experts said if it is transmitted over the air .,wsj_1640,newspaper,wsj
vampires_139_236,3.0,3.0,3.2,0.0,0.0,0.4,5,i was noodling on vampires the other day but also lumped zombies pirates and ninjas in the mix .,vampires,blog, 
20020731-nyt_1895_1919,2.6,2.8,2.8,0.49,0.4,0.4,5,packwood later resigned .,20020731-nyt,newspaper,nyt
The_Black_Willow_18504_18609,2.33,3.0,3.33,0.94,0.82,0.47,3,arthur paused in the door looking up at allan for a moment; then he turned and shut the door behind him .,The_Black_Willow,fiction, 
NYTnewswire4_2603_2665,3.0,3.0,3.0,0.0,0.0,0.0,3,rex grossman will be the subject of a heisman trophy campaign .,NYTnewswire4,newspaper,nyt
118CWL048_345_468,3.33,3.0,3.67,0.47,0.82,0.47,3,big sisters helps bridge that gap by providing children with the resources they need big sisters volunteers .,118CWL048,letters,philanthropic-fundraising
lw1_2339_2388,2.6,2.6,2.6,0.49,0.49,0.49,5,well if she didn ' t pan out she ' d be terminated .,lw1,fiction, 
114CUL060_1387_1522,3.6,3.0,3.0,0.49,0.63,0.63,5,a five day camp j . c . juniors introduces at risk children to jameson two years earlier than we could previously reach them .,114CUL060,letters,philanthropic-fundraising
NYTnewswire6_1196_1381,3.0,2.8,2.8,0.0,0.4,0.4,5,friday to sunday the action moves to napa with both members only and public events at copia : the american center for wine food and the arts of which she is an honorary board member .,NYTnewswire6,newspaper,nyt
Homosexuality_12517_12577,3.0,2.4,2.8,0.0,0.8,0.4,5,dobbens believes that he was born homosexual .,Homosexuality,essays, 
WhatToHongKong_10683_10782,3.2,3.0,3.0,0.4,0.0,0.0,5,hong kong has a vast range of the most high tech audio visual sound and screen equipment .,WhatToHongKong,travel-guides, 
captured_moments_19660_19764,3.0,2.5,2.5,0.0,0.5,0.5,2,wondering about the reason for her extravagance i asked how work had gone that day .,captured_moments,fiction, 
hotel-california_4054_4081,3.4,2.8,3.0,0.49,0.4,0.0,5,let ' s get you settled in .,hotel-california,fiction, 
hotel-california_33002_33056,2.6,2.6,3.4,0.49,0.49,0.8,5,you don ' t see a meaning because there is no meaning,hotel-california,fiction, 
WhereToHongKong_41923_41976,3.0,3.0,3.0,0.0,0.0,0.0,5,jetfoils leave every 15 to 30 minutes 24 hours a day .,WhereToHongKong,travel-guides, 
A_defense_of_Michael_Moore_18038_18398,2.8,2.8,3.6,0.4,0.4,0.49,5,"even if your "" re enactment "" theory is true ( and i see no evidence that you have actually tried to ask the people involved in the filmmaking for their opinion ) this itself is not unethical and you have no evidence whatsoever that moore has done anything unethical here just like you have no evidence that moore has unethically removed parts of the interview .",A_defense_of_Michael_Moore,essays, 
NYTnewswire9_7025_7050,3.0,2.83,3.17,0.0,0.9,0.37,6,this is the big mission .,NYTnewswire9,newspaper,nyt
Nathans_Bylichka_49409_49456,3.4,3.6,3.2,0.49,0.49,0.4,5,the music began to build and a strobe came on .,Nathans_Bylichka,fiction, 
NYTnewswire9_9667_9731,3.2,3.0,3.0,0.4,0.0,0.0,5,he knew the war would soon be over and he would be heading home .,NYTnewswire9,newspaper,nyt
captured_moments_23613_23644,2.8,2.8,3.2,0.4,0.4,0.4,5,i fear that may be true for me .,captured_moments,fiction, 
SemEval_159,2.8,3.0,3.0,0.4,0.0,0.0,5,new indonesia calamity a mud bath is man made,SemEval,SemEval,
116CUL032_1432_1598,3.2,3.0,3.0,0.4,0.0,0.0,5,one indygo in april adopted a much needed policy that all young people under the age of 19 may ride on their buses at half the normal fare all year long .,116CUL032,letters,philanthropic-fundraising
SemEval_1185,2.0,4.0,3.67,0.82,0.82,0.94,3,japan : whaling activists ' terrorists ',SemEval,SemEval,
detroit_10079_10086,3.4,3.2,3.0,0.49,0.4,0.0,5,oasis,detroit,blog, 
detroit_10731_10825,3.6,3.2,2.6,0.49,0.75,0.49,5,thank you for the opportunity to see post bushco era detroit through the prism of your vision .,detroit,blog, 
WhatToHongKong_4097_4103,3.17,3.0,3.0,0.37,1.15,0.0,6,malls .,WhatToHongKong,travel-guides, 
anth_essay_4_16503_16744,2.75,2.75,3.25,0.43,0.43,0.43,4,illiteracy and poverty is associated with maya; thus there is the conflict between the desire to recapture the unique mayan identity via the language and the need to improve living conditions which most often occurs under spanish influence .,anth_essay_4,essays, 
Homosexuality_11079_11134,3.0,3.0,3.0,0.0,0.0,0.0,4,why are you attracted to members of the opposite sex ?,Homosexuality,essays, 
110CYL071_1281_1339,3.0,2.5,3.0,0.0,0.5,0.0,2,like michael they share two common characteristics .,110CYL071,letters,philanthropic-fundraising
wsj_0127_474_595,3.2,2.8,3.4,0.4,0.75,0.8,5,and while there was no profit this year from discontinued operations last year they contributed # 34 million before tax .,wsj_0127,newspaper,wsj
WhatToHongKong_3555_3799,3.0,3.0,3.0,0.0,0.0,0.0,5,major shopping areas are tsim sha tsui in kowloon especially along nathan road; central on hong kong island particularly for upscale designer goods; causeway bay for slightly better prices; and the hollywood road area .,WhatToHongKong,travel-guides, 
Ant_Robot_34459_34606,3.0,3.0,3.0,0.0,0.0,0.0,3,when both sonar sensors are stimulated simultaneously antie will check hydrocarbon inputs and determine whether the detected object is a nestmate .,Ant_Robot,essays, 
hsus4_437_562,2.6,3.2,3.0,0.49,0.4,0.0,5,i wish i could tell you that everyone is concerned about protecting earths animals dogs cats farm animals and wildlife .,hsus4,letters,solicitation-brochures
cable_spool_fort_2547_2608,3.0,3.0,3.2,0.0,0.0,0.4,5,roy was too slow but he didn ' t dare step away from his fort .,cable_spool_fort,fiction, 
Uprooted_Bike_2356_2558,3.0,3.0,3.0,0.0,0.0,0.0,5,when i visited the tbr shop it was packed with frames wheels gears chains handlebars kids and anarchist art ( the space is being donated by some supporters who are also anti capitalist activists ) .,Uprooted_Bike,blog, 
NYTnewswire3_2208_2308,3.2,2.6,2.8,0.4,0.49,0.4,5,the new factory which will begin normal production early next year will employ about 1000 people .,NYTnewswire3,newspaper,nyt
How_soon-Fans_1988_2081,2.4,3.4,3.2,0.8,0.49,0.4,5,tgi friday ' s pretty much had to spray agent orange on their relationship with 600000 people .,How_soon-Fans,blog, 
vampires_1482_1610,3.0,3.0,2.8,0.0,0.63,0.4,5,so it ' s not just a matter of knowing when to jump off the vampire merry go round it ' s knowing when ( and where ) to jump back on .,vampires,blog, 
captured_moments_26347_26424,3.0,2.67,2.67,0.0,0.47,0.47,3,i suppose he was attracted to the commotion up the hill .,captured_moments,fiction, 
How_soon-Lebron-James_1082_1281,3.6,3.4,3.4,0.49,0.49,0.49,5,"sure shaquille o ' neal once said "" i ' ve won at every level but college and pro "" but shaq was always a larger than life ( literally ) character who was outgoing and had a great relationship with fans .",How_soon-Lebron-James,blog, 
AMC2_2170_2286,3.4,3.0,3.0,0.49,0.0,0.0,5,find a nearby hidden gem and start planning your next weekend or family vacation with all three superlative guides .,AMC2,letters,solicitation-brochures
IFAW1_4664_4733,3.0,3.0,3.5,0.0,0.0,0.5,2,and please use the enclosed 2001 calendar reply when writing me back .,IFAW1,letters,solicitation-brochures
Fermentation_Eminent-Domain_4441_4449,3.0,2.67,3.0,0.0,0.47,0.0,3,comments,Fermentation_Eminent-Domain,blog, 
20020731-nyt_6431_6549,2.8,2.8,3.2,0.4,0.4,0.4,5,"but it said the senator had showed "" poor judgment "" by failing to reimburse him for the full market value of the gifts .",20020731-nyt,newspaper,nyt
HistoryLasVegas_6156_6203,3.0,2.6,2.8,0.0,0.49,0.4,5,for all this the railroad needed land .,HistoryLasVegas,travel-guides, 
A_defense_of_Michael_Moore_15396_15462,2.8,3.2,3.2,0.4,0.4,0.4,5,why did moore the masterful deveiver not edit this sequence out ?,A_defense_of_Michael_Moore,essays, 
cable_spool_fort_8940_8949,3.0,3.0,3.0,0.0,0.0,0.0,4,hey roy ?,cable_spool_fort,fiction, 
detroit_9372_9511,2.8,3.2,3.0,0.4,0.4,0.0,5,"see there ' s a wee bit of loyalty to the big 3 and driving a foreign car doesn ' t really scream "" solidarity "" to those struggling to survive .",detroit,blog, 
116CUL034_1366_1602,3.4,3.4,3.4,0.49,0.49,0.49,5,mccoy is actively represented and working with numerous community collaborations where we regularly raise our voice to speak out for the inclusion of young people in both decision making and program planning processes .,116CUL034,letters,philanthropic-fundraising
Nathans_Bylichka_52405_52566,3.0,3.0,3.0,0.0,1.26,0.0,5,he jumped at my arm while i was still off balance and i felt the surge of adrenaline that comes right when your body realizes that its too late to save itself .,Nathans_Bylichka,fiction, 
hotel-california_29819_29868,3.0,3.2,2.8,0.0,0.4,0.4,5,had anyone on the ship ever fallen seriously ill ?,hotel-california,fiction, 
united1_1252_1288,3.0,3.4,3.4,0.0,0.49,0.49,5,specify uwax5 to receive this offer .,united1,letters,solicitation-brochures
Nathans_Bylichka_33937_33967,2.83,3.0,3.0,0.37,1.0,0.58,6,he took another shot of vodka .,Nathans_Bylichka,fiction, 
20020731-nyt_43066_43239,2.4,3.0,3.2,0.49,0.63,0.4,5,responding to a wave of public dismay over the first designs for rebuilding lower manhattan gov . george pataki has sent word that it ' s time to go back to the drawing board .,20020731-nyt,newspaper,nyt
SemEval_1453,2.6,3.2,3.0,0.49,0.4,0.0,5,lee in pre world cup injury scare,SemEval,SemEval,
Bartok_11178_11349,3.0,2.5,3.0,0.0,0.76,0.0,6,while the presence of the perfect fourths that was so prevalent in the introduction is clear in the latter the former does not employ the perfect fourth in its formation .,Bartok,essays, 
WhereToHongKong_17085_17244,3.0,3.0,3.0,0.0,0.0,0.0,5,the oceanarium is said to be the largest in the world and the ocean theatre features displays by dolphins killer whales seals and pelicans .,WhereToHongKong,travel-guides, 
united1_121_131,3.0,3.0,3.0,0.0,0.0,0.0,5,dear name :,united1,letters,solicitation-brochures
SemEval_1187,2.8,3.0,3.2,0.4,0.0,0.4,5,women protest pakistan demolition,SemEval,SemEval,
Nathans_Bylichka_21035_21090,3.2,3.2,3.4,0.4,0.4,0.49,5,would the gentlemen care to purchase some fine herbs ?,Nathans_Bylichka,fiction, 
Seedbombing_6528_6555,3.8,3.4,3.4,0.75,0.49,0.49,5,it makes me a little nicer .,Seedbombing,blog, 
The_Black_Willow_10950_11030,2.8,3.2,3.0,0.4,0.4,0.0,5,but really nathan your queer habits of conversation have reached a new level .,The_Black_Willow,fiction, 
WhereToHongKong_35761_35826,2.8,2.8,2.8,0.4,0.4,0.4,5,the island has a checkered past of smuggling and pira cy .,WhereToHongKong,travel-guides, 
Bartok_17358_17446,3.0,3.0,3.0,0.0,0.0,0.0,5,a transformation in rhythm and contour of the second head motive of [the first theme],Bartok,essays, 
Black_and_white_7993_8071,3.2,3.2,3.0,0.4,0.75,0.0,5,the white surface exposes color presents it for disciplining .,Black_and_white,essays, 
Nathans_Bylichka_18538_18561,2.8,3.4,3.6,0.4,0.8,0.49,5,now can we get going ?,Nathans_Bylichka,fiction, 
Ant_Robot_4915_5103,3.0,3.2,3.0,0.0,0.4,0.0,5,an ant engaged in trail patrolling must exit the nest wander around searching for food sources identify food upon discovery and return to the nest to show the foragers where the food is .,Ant_Robot,essays, 
NYTnewswire9_10055_10140,2.8,3.0,3.2,0.4,0.63,0.4,5,what matters he believes is that his generation thought the bomb should be dropped .,NYTnewswire9,newspaper,nyt
att2_765_886,3.2,3.2,3.4,0.4,0.4,0.49,5,at&t calling card feature use your card to make local long distance even international calls from virtually any phone .,att2,letters,solicitation-brochures
lessig_blog-carbon_4311_4399,3.0,3.0,3.0,0.0,0.0,0.0,5,you should see this on a screen before you purchase the ticket and possibly also after .,lessig_blog-carbon,blog, 
wsj_0184_165_325,3.0,2.6,3.0,0.0,0.8,0.0,5,upjohn officials said they couldn ' t estimate the size of the charge until they determine which employees and how many will participate in the retirement plan .,wsj_0184,newspaper,wsj
NYTnewswire4_2087_2265,3.0,3.0,3.2,0.0,0.0,0.4,5,mirror image : ole miss coach david cutcliffe said that tempo is the only difference between quarterback eli manning and his brother peyton who played for cutcliffe at tennessee .,NYTnewswire4,newspaper,nyt
captured_moments_5418_5495,3.0,3.0,3.0,0.0,0.0,0.0,5,i clapped her shoulder to show i was not laughing at her .,captured_moments,fiction, 
WhatToHongKong_4715_4804,3.0,2.5,3.5,0.0,0.87,0.5,4,there are factory showrooms in the pedder building 12 pedder street in central .,WhatToHongKong,travel-guides, 
